ingredient_name,price_date,price_per_kg_rwf,market_location
Crude palm oil,2019-01-15,1648.3516483516482,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2019-10-15,1648.3516483516482,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2019-12-15,1758.2417582417581,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2020-01-15,2197.802197802198,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2020-04-15,1758.2417582417581,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2020-07-15,1758.2417582417581,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2021-01-15,1978.021978021978,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2021-05-15,1978.021978021978,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2021-10-15,2417.5824175824173,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2021-12-15,1978.021978021978,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2022-01-15,2307.6923076923076,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2022-03-15,2857.142857142857,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2022-08-15,2527.4725274725274,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2022-11-15,3296.7032967032965,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2023-02-15,2637.362637362637,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2023-03-15,1978.021978021978,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2023-10-15,2637.362637362637,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2024-03-15,3516.4835164835163,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2024-06-15,3516.4835164835163,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2024-12-15,3516.4835164835163,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2025-02-15,2747.252747252747,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2025-07-15,3846.153846153846,Eastern Province / Kirehe / Nyamugari
Crude palm oil,2016-09-15,1318.6813186813185,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2016-10-15,1318.6813186813185,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2016-11-15,1538.4615384615383,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2016-12-15,1318.6813186813185,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2017-01-15,1428.5714285714284,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2017-02-15,1318.6813186813185,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2017-03-15,1318.6813186813185,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2017-04-15,1208.7912087912086,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2017-05-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2017-06-15,1538.4615384615383,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2017-07-15,1538.4615384615383,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2017-08-15,1538.4615384615383,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2017-09-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2017-10-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2017-11-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2017-12-15,1538.4615384615383,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2018-01-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2018-02-15,1593.4065934065934,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2018-03-15,1428.5714285714284,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2018-04-15,1538.4615384615383,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2018-05-15,1428.5714285714284,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2018-06-15,1483.5164835164835,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2018-07-15,1538.4615384615383,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2018-08-15,1703.2967032967033,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2018-09-15,1538.4615384615383,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2018-10-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2018-11-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2018-12-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2019-01-15,1703.2967032967033,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2019-02-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2019-03-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2019-04-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2019-05-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2019-06-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2019-08-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2019-09-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2019-10-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2019-11-15,1703.2967032967033,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2019-12-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2020-01-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2020-02-15,1721.6153846153845,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2020-03-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2020-04-15,1648.3516483516482,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2020-06-15,1758.2417582417581,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2020-07-15,1758.2417582417581,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2020-09-15,1758.2417582417581,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2020-11-15,1758.2417582417581,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2021-01-15,1758.2417582417581,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2021-03-15,2197.802197802198,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2021-04-15,2527.4725274725274,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2021-05-15,2967.032967032967,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2021-06-15,2967.032967032967,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2021-07-15,2747.252747252747,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2021-08-15,2857.142857142857,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2021-10-15,2857.142857142857,Northern Province / Gicumbi / Gicumbi
Crude palm oil,2016-08-15,1318.6813186813185,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2016-09-15,1318.6813186813185,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2016-10-15,1318.6813186813185,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2016-11-15,1318.6813186813185,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2016-12-15,1318.6813186813185,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2017-01-15,1318.6813186813185,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2017-02-15,1318.6813186813185,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2017-03-15,1318.6813186813185,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2017-04-15,1318.6813186813185,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2017-05-15,1428.5714285714284,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2017-06-15,1538.4615384615383,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2017-07-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2017-08-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2017-09-15,1318.6813186813185,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2017-10-15,1428.5714285714284,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2017-12-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2018-01-15,1428.5714285714284,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2018-02-15,1428.5714285714284,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2018-03-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2018-04-15,1538.4615384615383,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2018-05-15,1428.5714285714284,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2018-07-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2018-08-15,1538.4615384615383,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2018-09-15,1593.4065934065934,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2018-10-15,1611.7252747252749,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2018-11-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2018-12-15,1758.2417582417581,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-01-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-02-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-03-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-04-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-05-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-06-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-07-15,1703.2967032967033,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-08-15,1758.2417582417581,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-09-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-10-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-11-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-12-15,1648.3516483516482,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2020-01-15,1684.9780219780218,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2020-02-15,1611.7252747252749,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2020-03-15,1758.2417582417581,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2020-04-15,1758.2417582417581,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2020-06-15,1758.2417582417581,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2020-07-15,1593.4065934065934,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2020-08-15,1758.2417582417581,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2020-09-15,1758.2417582417581,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2020-10-15,1758.2417582417581,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2020-11-15,1758.2417582417581,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2020-12-15,1758.2417582417581,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2021-01-15,1868.131868131868,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2021-03-15,2197.802197802198,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2021-04-15,2527.4725274725274,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2021-05-15,2967.032967032967,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2021-06-15,2857.142857142857,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2021-07-15,2857.142857142857,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2021-08-15,2857.142857142857,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2021-09-15,2857.142857142857,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2021-10-15,2857.142857142857,Northern Province / Gicumbi / Gihembe (Camp)
Crude palm oil,2019-01-15,1648.3516483516482,Northern Province / Gicumbi / Kageyo
Crude palm oil,2019-02-15,1648.3516483516482,Northern Province / Gicumbi / Kageyo
Crude palm oil,2019-08-15,1428.5714285714284,Northern Province / Gicumbi / Kageyo
Crude palm oil,2019-11-15,1538.4615384615383,Northern Province / Gicumbi / Kageyo
Crude palm oil,2020-01-15,1318.6813186813185,Northern Province / Gicumbi / Kageyo
Crude palm oil,2020-02-15,1758.2417582417581,Northern Province / Gicumbi / Kageyo
Crude palm oil,2020-10-15,1758.2417582417581,Northern Province / Gicumbi / Kageyo
Crude palm oil,2021-03-15,2197.802197802198,Northern Province / Gicumbi / Kageyo
Crude palm oil,2018-05-15,1538.4615384615383,Northern Province / Gicumbi / Rukomo
Crude palm oil,2017-01-15,1318.6813186813185,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2017-11-15,1428.5714285714284,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2018-01-15,1538.4615384615383,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2019-03-15,1648.3516483516482,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2019-04-15,1648.3516483516482,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2019-05-15,1648.3516483516482,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2019-06-15,1648.3516483516482,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2019-08-15,1428.5714285714284,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2019-09-15,1538.4615384615383,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2019-11-15,1648.3516483516482,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2019-12-15,1538.4615384615383,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2020-01-15,1538.4615384615383,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2020-02-15,1538.4615384615383,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2020-04-15,1978.021978021978,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2020-12-15,1758.2417582417581,Northern Province / Gicumbi / Ruyaga
Crude palm oil,2016-08-15,1318.6813186813185,Rwanda
Crude palm oil,2016-09-15,1373.6263736263736,Rwanda
Crude palm oil,2016-10-15,1251.9623233908947,Rwanda
Crude palm oil,2016-11-15,1349.2063492063492,Rwanda
Crude palm oil,2016-12-15,1342.2291993720564,Rwanda
Crude palm oil,2017-01-15,1306.4713064713064,Rwanda
Crude palm oil,2017-02-15,1379.7313797313798,Rwanda
Crude palm oil,2017-03-15,1286.2137862137863,Rwanda
Crude palm oil,2017-04-15,1269.8412698412699,Rwanda
Crude palm oil,2017-05-15,1428.5714285714284,Rwanda
Crude palm oil,2017-06-15,1514.9136577708007,Rwanda
Crude palm oil,2017-07-15,1467.817896389325,Rwanda
Crude palm oil,2017-08-15,1494.5054945054944,Rwanda
Crude palm oil,2017-09-15,1510.989010989011,Rwanda
Crude palm oil,2017-10-15,1428.5714285714284,Rwanda
Crude palm oil,2017-11-15,1428.5714285714284,Rwanda
Crude palm oil,2017-12-15,1528.4715284715285,Rwanda
Crude palm oil,2018-01-15,1483.5164835164835,Rwanda
Crude palm oil,2018-02-15,1449.7041420118344,Rwanda
Crude palm oil,2018-03-15,1479.2899408284025,Rwanda
Crude palm oil,2018-04-15,1526.2515262515262,Rwanda
Crude palm oil,2018-05-15,1554.160125588697,Rwanda
Crude palm oil,2018-06-15,1588.8278388278386,Rwanda
Crude palm oil,2018-07-15,1618.7658495350802,Rwanda
Crude palm oil,2018-08-15,1576.5004226542687,Rwanda
Crude palm oil,2018-09-15,1542.386185243328,Rwanda
Crude palm oil,2018-10-15,1526.8622710622708,Rwanda
Crude palm oil,2018-11-15,1527.996075353218,Rwanda
Crude palm oil,2018-12-15,1562.0094191522762,Rwanda
Crude palm oil,2019-01-15,1520.14652014652,Rwanda
Crude palm oil,2019-02-15,1501.8312401883832,Rwanda
Crude palm oil,2019-03-15,1535.2294764059468,Rwanda
Crude palm oil,2019-04-15,1506.9036348267116,Rwanda
Crude palm oil,2019-05-15,1528.2863247863247,Rwanda
Crude palm oil,2019-06-15,1562.5,Rwanda
Crude palm oil,2019-07-15,1542.6243756243755,Rwanda
Crude palm oil,2019-08-15,1516.025824175824,Rwanda
Crude palm oil,2019-09-15,1537.9529914529915,Rwanda
Crude palm oil,2019-10-15,1614.5837912087911,Rwanda
Crude palm oil,2019-11-15,1551.2818681318681,Rwanda
Crude palm oil,2019-12-15,1612.739316239316,Rwanda
Crude palm oil,2020-01-15,1691.9412087912087,Rwanda
Crude palm oil,2020-02-15,1704.5791208791206,Rwanda
Crude palm oil,2020-03-15,1687.0168498168498,Rwanda
Crude palm oil,2020-04-15,1663.3366633366634,Rwanda
Crude palm oil,2020-05-15,1666.8956043956043,Rwanda
Crude palm oil,2020-06-15,1721.612003381234,Rwanda
Crude palm oil,2020-07-15,1737.179487179487,Rwanda
Crude palm oil,2020-08-15,1720.202874049028,Rwanda
Crude palm oil,2020-09-15,1844.5839874411304,Rwanda
Crude palm oil,2020-10-15,1778.9985347985348,Rwanda
Crude palm oil,2020-11-15,1779.063042220937,Rwanda
Crude palm oil,2020-12-15,1774.5941915227631,Rwanda
Crude palm oil,2021-01-15,1833.7912087912086,Rwanda
Crude palm oil,2021-03-15,2079.4590025359257,Rwanda
Crude palm oil,2021-04-15,2133.6996336996335,Rwanda
Crude palm oil,2021-05-15,2240.29304029304,Rwanda
Crude palm oil,2021-06-15,2226.4957264957266,Rwanda
Crude palm oil,2021-07-15,2248.822605965463,Rwanda
Crude palm oil,2021-08-15,2208.5759534583062,Rwanda
Crude palm oil,2021-09-15,2234.432234432234,Rwanda
Crude palm oil,2021-10-15,2355.0295857988162,Rwanda
Crude palm oil,2021-11-15,2336.9963369963366,Rwanda
Crude palm oil,2021-12-15,2251.78083028083,Rwanda
Crude palm oil,2022-01-15,2404.9027895181744,Rwanda
Crude palm oil,2022-02-15,2394.688644688644,Rwanda
Crude palm oil,2022-03-15,2824.739644970414,Rwanda
Crude palm oil,2022-05-15,2907.2039072039074,Rwanda
Crude palm oil,2022-06-15,2840.3543956043954,Rwanda
Crude palm oil,2022-07-15,3135.2261904761904,Rwanda
Crude palm oil,2022-08-15,2891.229548229548,Rwanda
Crude palm oil,2022-09-15,3016.4835164835163,Rwanda
Crude palm oil,2022-10-15,3033.6323676323673,Rwanda
Crude palm oil,2022-11-15,2888.4192730346576,Rwanda
Crude palm oil,2023-01-15,2756.243756243756,Rwanda
Crude palm oil,2023-02-15,2756.2492770387507,Rwanda
Crude palm oil,2023-03-15,2535.102564102564,Rwanda
Crude palm oil,2023-04-15,2556.3186813186812,Rwanda
Crude palm oil,2023-05-15,2739.6208791208787,Rwanda
Crude palm oil,2023-06-15,2466.422466422466,Rwanda
Crude palm oil,2023-07-15,2610.594251901944,Rwanda
Crude palm oil,2023-08-15,2757.4273504273506,Rwanda
Crude palm oil,2023-10-15,2617.1580324437464,Rwanda
Crude palm oil,2023-11-15,2567.4325674325673,Rwanda
Crude palm oil,2023-12-15,2628.205128205128,Rwanda
Crude palm oil,2024-01-15,2600.7326007326005,Rwanda
Crude palm oil,2024-02-15,2710.62271062271,Rwanda
Crude palm oil,2024-03-15,2863.2478632478633,Rwanda
Crude palm oil,2024-04-15,2505.4945054945056,Rwanda
Crude palm oil,2024-05-15,2506.541601255887,Rwanda
Crude palm oil,2024-06-15,2545.7875457875457,Rwanda
Crude palm oil,2024-07-15,2916.313609467455,Rwanda
Crude palm oil,2024-08-15,2872.596153846154,Rwanda
Crude palm oil,2024-09-15,2981.1217244294166,Rwanda
Crude palm oil,2024-10-15,3028.6383616383614,Rwanda
Crude palm oil,2024-11-15,2694.7596153846152,Rwanda
Crude palm oil,2024-12-15,3009.157142857143,Rwanda
Crude palm oil,2025-01-15,2565.0183150183148,Rwanda
Crude palm oil,2025-02-15,3087.912087912088,Rwanda
Crude palm oil,2025-03-15,3148.518481518481,Rwanda
Crude palm oil,2025-04-15,3408.4252747252744,Rwanda
Crude palm oil,2025-05-15,3303.5714285714284,Rwanda
Crude palm oil,2025-06-15,3144.949764521193,Rwanda
Crude palm oil,2025-07-15,3333.9874411302985,Rwanda
Crude palm oil,2025-08-15,3315.017982017982,Rwanda
Crude palm oil,2025-09-15,3475.5794871794874,Rwanda
Crude palm oil,2025-10-15,3137.973443223443,Rwanda
Crude palm oil,2025-12-15,3059.9163144547756,Rwanda
Crude palm oil,2026-01-15,3298.010989010989,Rwanda
Crude palm oil,2026-02-15,3482.788672865596,Rwanda
Crude palm oil,2026-04-15,3566.8498168498168,Rwanda
Crude palm oil,2017-01-15,1098.901098901099,Southern Province / Gisagara / Gatunda
Crude palm oil,2017-03-15,1098.901098901099,Southern Province / Gisagara / Gatunda
Crude palm oil,2017-05-15,1318.6813186813185,Southern Province / Gisagara / Gatunda
Crude palm oil,2017-12-15,1098.901098901099,Southern Province / Gisagara / Gatunda
Crude palm oil,2018-01-15,1318.6813186813185,Southern Province / Gisagara / Gatunda
Crude palm oil,2018-02-15,1318.6813186813185,Southern Province / Gisagara / Gatunda
Crude palm oil,2018-03-15,1318.6813186813185,Southern Province / Gisagara / Gatunda
Crude palm oil,2018-05-15,1318.6813186813185,Southern Province / Gisagara / Gatunda
Crude palm oil,2018-06-15,1538.4615384615383,Southern Province / Gisagara / Gatunda
Crude palm oil,2018-07-15,1538.4615384615383,Southern Province / Gisagara / Gatunda
Crude palm oil,2018-08-15,1538.4615384615383,Southern Province / Gisagara / Gatunda
Crude palm oil,2018-09-15,1538.4615384615383,Southern Province / Gisagara / Gatunda
Crude palm oil,2018-12-15,1318.6813186813185,Southern Province / Gisagara / Gatunda
Crude palm oil,2019-05-15,1208.7912087912086,Southern Province / Gisagara / Gatunda
Crude palm oil,2019-06-15,1318.6813186813185,Southern Province / Gisagara / Gatunda
Crude palm oil,2019-08-15,1318.6813186813185,Southern Province / Gisagara / Gatunda
Crude palm oil,2019-09-15,1373.6263736263736,Southern Province / Gisagara / Gatunda
Crude palm oil,2019-10-15,1401.098901098901,Southern Province / Gisagara / Gatunda
Crude palm oil,2019-11-15,1245.4175824175823,Southern Province / Gisagara / Gatunda
Crude palm oil,2019-12-15,1391.945054945055,Southern Province / Gisagara / Gatunda
Crude palm oil,2020-01-15,1428.5714285714284,Southern Province / Gisagara / Gatunda
Crude palm oil,2020-02-15,1538.4615384615383,Southern Province / Gisagara / Gatunda
Crude palm oil,2020-03-15,1428.5714285714284,Southern Province / Gisagara / Gatunda
Crude palm oil,2020-04-15,1538.4615384615383,Southern Province / Gisagara / Gatunda
Crude palm oil,2020-05-15,1538.4615384615383,Southern Province / Gisagara / Gatunda
Crude palm oil,2021-12-15,2161.1758241758243,Southern Province / Gisagara / Gatunda
Crude palm oil,2022-08-15,2490.846153846154,Southern Province / Gisagara / Gatunda
Crude palm oil,2023-02-15,2197.802197802198,Southern Province / Gisagara / Gatunda
Crude palm oil,2023-10-15,2802.197802197802,Southern Province / Gisagara / Gatunda
Crude palm oil,2024-06-15,1978.021978021978,Southern Province / Gisagara / Gatunda
Crude palm oil,2024-08-15,2307.6923076923076,Southern Province / Gisagara / Gatunda
Crude palm oil,2024-11-15,2197.802197802198,Southern Province / Gisagara / Gatunda
Crude palm oil,2025-03-15,2637.362637362637,Southern Province / Gisagara / Gatunda
Crude palm oil,2025-06-15,2967.032967032967,Southern Province / Gisagara / Gatunda
Crude palm oil,2025-10-15,3296.7032967032965,Southern Province / Gisagara / Gatunda
Crude palm oil,2016-12-15,1428.5714285714284,Southern Province / Gisagara / Kabuga
Crude palm oil,2017-01-15,1428.5714285714284,Southern Province / Gisagara / Kabuga
Crude palm oil,2017-02-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2017-03-15,1208.7912087912086,Southern Province / Gisagara / Kabuga
Crude palm oil,2017-04-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2017-05-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2017-06-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2017-07-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2017-08-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2017-10-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2017-11-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2017-12-15,1208.7912087912086,Southern Province / Gisagara / Kabuga
Crude palm oil,2018-01-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2018-02-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2018-03-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2018-05-15,1648.3516483516482,Southern Province / Gisagara / Kabuga
Crude palm oil,2018-06-15,1538.4615384615383,Southern Province / Gisagara / Kabuga
Crude palm oil,2018-07-15,1648.3516483516482,Southern Province / Gisagara / Kabuga
Crude palm oil,2018-08-15,1758.2417582417581,Southern Province / Gisagara / Kabuga
Crude palm oil,2018-09-15,1538.4615384615383,Southern Province / Gisagara / Kabuga
Crude palm oil,2018-10-15,1456.043956043956,Southern Province / Gisagara / Kabuga
Crude palm oil,2018-11-15,1428.5714285714284,Southern Province / Gisagara / Kabuga
Crude palm oil,2018-12-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2019-01-15,1428.5714285714284,Southern Province / Gisagara / Kabuga
Crude palm oil,2019-02-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2019-03-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2019-04-15,1494.5054945054944,Southern Province / Gisagara / Kabuga
Crude palm oil,2019-05-15,1465.197802197802,Southern Province / Gisagara / Kabuga
Crude palm oil,2019-06-15,1428.5714285714284,Southern Province / Gisagara / Kabuga
Crude palm oil,2019-07-15,1318.6813186813185,Southern Province / Gisagara / Kabuga
Crude palm oil,2019-08-15,1501.835164835165,Southern Province / Gisagara / Kabuga
Crude palm oil,2019-11-15,1494.5054945054944,Southern Province / Gisagara / Kabuga
Crude palm oil,2019-12-15,1538.4615384615383,Southern Province / Gisagara / Kabuga
Crude palm oil,2020-01-15,1604.3956043956043,Southern Province / Gisagara / Kabuga
Crude palm oil,2020-02-15,1472.5274725274726,Southern Province / Gisagara / Kabuga
Crude palm oil,2020-03-15,1538.4615384615383,Southern Province / Gisagara / Kabuga
Crude palm oil,2020-04-15,1538.4615384615383,Southern Province / Gisagara / Kabuga
Crude palm oil,2020-05-15,1648.3516483516482,Southern Province / Gisagara / Kabuga
Crude palm oil,2020-06-15,1758.2417582417581,Southern Province / Gisagara / Kabuga
Crude palm oil,2020-07-15,1538.4615384615383,Southern Province / Gisagara / Kabuga
Crude palm oil,2020-08-15,1560.4395604395604,Southern Province / Gisagara / Kabuga
Crude palm oil,2020-10-15,1428.5714285714284,Southern Province / Gisagara / Kabuga
Crude palm oil,2020-11-15,1593.4065934065934,Southern Province / Gisagara / Kabuga
Crude palm oil,2021-03-15,1758.2417582417581,Southern Province / Gisagara / Kabuga
Crude palm oil,2021-05-15,2065.934065934066,Southern Province / Gisagara / Kabuga
Crude palm oil,2021-06-15,2000.0,Southern Province / Gisagara / Kabuga
Crude palm oil,2021-08-15,1831.5054945054944,Southern Province / Gisagara / Kabuga
